Win,location,WinOverall,LossOverall,WinOverall_opponent,LossOverall_opponent,Date,Season,Team,Opponent,gameNum,opponentGameNum,conference,conference_opponent,interconference,GameType
1,H,19.0,5.0,16.0,8.0,2010-02-16,2010,Baylor,TexasTech,24.0,25.0,Big 12,Big 12,False,PostSeasonConferenceTournament
1,A,22.0,6.0,16.0,12.0,2010-03-02,2010,Baylor,TexasTech,28.0,29.0,Big 12,Big 12,False,PostSeasonConferenceTournament
1,H,14.0,15.0,16.0,13.0,2010-03-06,2010,Colorado,TexasTech,26.0,30.0,Pac 12,Big 12,True,PostSeasonConferenceTournament
0,A,12.0,5.0,12.0,5.0,2010-01-20,2010,IowaState,TexasTech,14.0,18.0,Big 12,Big 12,False,RegularSeason
1,H,15.0,1.0,12.0,4.0,2010-01-16,2010,Kansas,TexasTech,14.0,17.0,Big 12,Big 12,False,RegularSeason
1,N,29.0,2.0,17.0,14.0,2010-03-11,2010,Kansas,TexasTech,29.0,32.0,Big 12,Big 12,False,PostSeasonConferenceTournament
1,A,22.0,4.0,16.0,10.0,2010-02-23,2010,KansasState,TexasTech,21.0,27.0,Big 12,Big 12,False,PostSeasonConferenceTournament
1,A,13.0,3.0,12.0,3.0,2010-01-13,2010,Missouri,TexasTech,13.0,16.0,SEC,Big 12,True,RegularSeason
1,H,13.0,15.0,16.0,11.0,2010-02-27,2010,Nebraska,TexasTech,26.0,28.0,Big 10,Big 12,True,PostSeasonConferenceTournament
1,H,12.0,1.0,10.0,1.0,2009-12-29,2010,NewMexico,TexasTech,8.0,12.0,MWC,Big 12,True,RegularSeason
0,A,11.0,7.0,13.0,5.0,2010-01-23,2010,Oklahoma,TexasTech,15.0,19.0,Big 12,Big 12,False,RegularSeason
0,H,13.0,9.0,15.0,7.0,2010-02-09,2010,Oklahoma,TexasTech,19.0,23.0,Big 12,Big 12,False,PostSeasonConferenceTournament
1,H,12.0,2.0,12.0,2.0,2010-01-09,2010,OklahomaState,TexasTech,12.0,15.0,Big 12,Big 12,False,RegularSeason
0,A,16.0,6.0,14.0,7.0,2010-02-06,2010,OklahomaState,TexasTech,20.0,22.0,Big 12,Big 12,False,PostSeasonConferenceTournament
0,A,5.0,5.0,9.0,1.0,2009-12-22,2010,Stanford,TexasTech,10.0,11.0,Pac 12,Big 12,True,RegularSeason
0,H,5.0,3.0,8.0,0.0,2009-12-08,2010,TexasChristian,TexasTech,7.0,9.0,Big 12,Big 12,False,RegularSeason
1,H,17.0,2.0,14.0,5.0,2010-01-27,2010,Texas,TexasTech,16.0,20.0,Big 12,Big 12,False,RegularSeason
1,A,20.0,6.0,16.0,9.0,2010-02-20,2010,Texas,TexasTech,23.0,26.0,Big 12,Big 12,False,PostSeasonConferenceTournament
1,H,14.0,6.0,14.0,6.0,2010-01-30,2010,TexasAM,TexasTech,18.0,21.0,SEC,Big 12,True,RegularSeason
1,A,17.0,6.0,16.0,7.0,2010-02-13,2010,TexasAM,TexasTech,21.0,24.0,SEC,Big 12,True,PostSeasonConferenceTournament
0,A,9.0,2.0,11.0,2.0,2010-01-03,2010,UTEP,TexasTech,8.0,14.0,C-USA,Big 12,True,RegularSeason
1,H,9.0,1.0,9.0,0.0,2009-12-19,2010,WichitaState,TexasTech,7.0,10.0,AAC,Big 12,True,RegularSeason
1,A,12.0,3.0,6.0,7.0,2010-01-08,2010,Cornell,SouthDakota,13.0,10.0,Ivy,Summit,True,RegularSeason
0,H,3.0,15.0,10.0,9.0,2010-01-28,2010,HoustonBaptist,SouthDakota,16.0,16.0,Southland,Summit,True,RegularSeason
1,H,12.0,1.0,6.0,6.0,2010-01-03,2010,KansasState,SouthDakota,8.0,9.0,Big 12,Summit,True,RegularSeason
0,A,4.0,13.0,7.0,8.0,2010-01-12,2010,Longwood,SouthDakota,14.0,12.0,Big South,Summit,True,RegularSeason
1,A,5.0,6.0,6.0,5.0,2009-12-28,2010,MoreheadState,SouthDakota,9.0,8.0,OVC,Summit,True,RegularSeason
0,H,8.0,16.0,15.0,9.0,2010-02-25,2010,NJIT,SouthDakota,18.0,21.0,A-Sun,Summit,True,PostSeasonConferenceTournament
0,A,3.0,14.0,8.0,8.0,2010-01-16,2010,NorthDakota,SouthDakota,11.0,13.0,Summit,Summit,False,RegularSeason
0,H,3.0,15.0,9.0,9.0,2010-01-23,2010,NorthDakota,SouthDakota,12.0,15.0,Summit,Summit,False,RegularSeason
1,H,7.0,10.0,9.0,8.0,2010-01-21,2010,UtahValley,SouthDakota,11.0,14.0,WAC,Summit,True,RegularSeason
0,A,11.0,13.0,14.0,9.0,2010-02-18,2010,UtahValley,SouthDakota,16.0,20.0,WAC,Summit,True,PostSeasonConferenceTournament
1,H,5.0,5.0,6.0,4.0,2009-12-20,2010,Wyoming,SouthDakota,7.0,7.0,MWC,Summit,True,RegularSeason
0,A,13.0,9.0,16.0,6.0,2010-02-06,2010,Alabama,OleMiss,21.0,22.0,SEC,SEC,False,PostSeasonConferenceTournament
0,H,14.0,13.0,18.0,9.0,2010-02-27,2010,Alabama,OleMiss,25.0,27.0,SEC,SEC,False,PostSeasonConferenceTournament
1,A,9.0,11.0,16.0,4.0,2010-01-31,2010,Arkansas,OleMiss,15.0,20.0,SEC,SEC,False,RegularSeason
0,H,10.0,10.0,15.0,4.0,2010-01-28,2010,Auburn,OleMiss,16.0,19.0,SEC,SEC,False,RegularSeason
1,A,18.0,8.0,17.0,8.0,2010-02-20,2010,Florida,OleMiss,25.0,25.0,SEC,SEC,False,PostSeasonConferenceTournament
0,H,8.0,6.0,12.0,3.0,2010-01-13,2010,Georgia,OleMiss,12.0,15.0,SEC,SEC,False,RegularSeason
1,H,20.0,1.0,16.0,5.0,2010-02-02,2010,Kentucky,OleMiss,19.0,21.0,SEC,SEC,False,PostSeasonConferenceTournament
0,H,9.0,9.0,14.0,4.0,2010-01-23,2010,LSU,OleMiss,15.0,18.0,SEC,SEC,False,RegularSeason
0,A,11.0,6.0,13.0,4.0,2010-01-20,2010,SouthCarolina,OleMiss,15.0,17.0,SEC,SEC,False,RegularSeason
1,H,13.0,2.0,13.0,3.0,2010-01-16,2010,Tennessee,OleMiss,12.0,16.0,SEC,SEC,False,RegularSeason
1,N,24.0,7.0,21.0,9.0,2010-03-12,2010,Tennessee,OleMiss,27.0,30.0,SEC,SEC,False,PostSeasonConferenceTournament
0,A,8.0,5.0,11.0,2.0,2010-01-05,2010,UCF,OleMiss,12.0,13.0,AAC,SEC,True,RegularSeason
1,A,19.0,5.0,17.0,7.0,2010-02-18,2010,Vanderbilt,OleMiss,20.0,24.0,SEC,SEC,False,PostSeasonConferenceTournament
1,H,8.0,0.0,10.0,1.0,2009-12-23,2010,WestVirginia,OleMiss,8.0,11.0,Big 12,SEC,True,RegularSeason
1,H,9.0,3.0,7.0,5.0,2010-01-03,2010,IowaState,Houston,10.0,12.0,Big 12,AAC,True,RegularSeason
0,A,15.0,5.0,10.0,9.0,2010-01-30,2010,Marshall,Houston,14.0,19.0,C-USA,AAC,True,RegularSeason
1,H,13.0,5.0,10.0,8.0,2010-01-23,2010,Memphis,Houston,16.0,18.0,AAC,AAC,False,RegularSeason
0,A,20.0,7.0,13.0,13.0,2010-02-24,2010,Memphis,Houston,25.0,26.0,AAC,AAC,False,PostSeasonConferenceTournament
1,A,13.0,8.0,11.0,10.0,2010-02-06,2010,SouthernMississippi,Houston,30.0,21.0,C-USA,AAC,True,PostSeasonConferenceTournament
0,H,6.0,7.0,7.0,6.0,2010-01-06,2010,Rice,Houston,12.0,13.0,C-USA,AAC,True,RegularSeason
0,A,11.0,12.0,12.0,11.0,2010-02-13,2010,SouthernMethodist,Houston,19.0,23.0,AAC,AAC,False,PostSeasonConferenceTournament
1,H,13.0,14.0,14.0,13.0,2010-02-27,2010,SouthernMethodist,Houston,22.0,27.0,AAC,AAC,False,PostSeasonConferenceTournament
0,A,6.0,5.0,6.0,3.0,2009-12-23,2010,TexasChristian,Houston,9.0,9.0,Big 12,AAC,True,RegularSeason
0,A,6.0,6.0,5.0,3.0,2009-12-21,2010,Citadel,Houston,6.0,8.0,Southern,AAC,True,RegularSeason
0,A,5.0,4.0,4.0,2.0,2009-12-14,2010,Troy,Houston,6.0,6.0,Sunbelt,AAC,True,RegularSeason
1,A,11.0,3.0,8.0,6.0,2010-01-09,2010,Tulsa,Houston,12.0,14.0,AAC,AAC,False,RegularSeason
1,H,20.0,5.0,13.0,12.0,2010-02-20,2010,UAB,Houston,21.0,25.0,C-USA,AAC,True,PostSeasonConferenceTournament
1,A,9.0,8.0,10.0,7.0,2010-01-20,2010,UCF,Houston,16.0,17.0,AAC,AAC,False,RegularSeason
1,H,12.0,12.0,13.0,11.0,2010-02-16,2010,UCF,Houston,22.0,24.0,AAC,AAC,False,PostSeasonConferenceTournament
0,A,10.0,4.0,8.0,7.0,2010-01-13,2010,UTEP,Houston,11.0,15.0,C-USA,AAC,True,RegularSeason
1,H,15.0,5.0,11.0,9.0,2010-02-03,2010,UTEP,Houston,17.0,20.0,C-USA,AAC,True,RegularSeason
1,H,8.0,3.0,7.0,4.0,2010-01-01,2010,TexasSanAntonio,Houston,6.0,11.0,C-USA,AAC,True,RegularSeason
0,A,4.0,4.0,5.0,4.0,2009-12-20,2010,TexasAMCC,KentState,6.0,9.0,Southland,MAC,True,RegularSeason
0,A,13.0,5.0,11.0,7.0,2010-01-23,2010,Akron,KentState,13.0,18.0,MAC,MAC,False,RegularSeason
1,A,7.0,7.0,10.0,6.0,2010-01-17,2010,BowlingGreen,KentState,12.0,16.0,MAC,MAC,False,RegularSeason
0,A,10.0,4.0,10.0,7.0,2010-01-20,2010,Buffalo,KentState,13.0,17.0,MAC,MAC,False,RegularSeason
1,H,13.0,9.0,18.0,7.0,2010-02-13,2010,Buffalo,KentState,17.0,25.0,MAC,MAC,False,RegularSeason
0,A,1.0,10.0,8.0,5.0,2010-01-04,2010,NorfolkState,KentState,8.0,13.0,MEAC,MAC,True,RegularSeason
1,N,4.0,7.0,8.0,4.0,2009-12-30,2010,Northeastern,KentState,9.0,12.0,CAA,MAC,True,RegularSeason
0,H,9.0,5.0,9.0,5.0,2010-01-09,2010,Ohio,KentState,10.0,14.0,MAC,MAC,False,RegularSeason
0,H,4.0,6.0,6.0,4.0,2009-12-22,2010,RobertMorris,KentState,9.0,10.0,NEC,MAC,True,RegularSeason
0,H,3.0,16.0,12.0,7.0,2010-01-26,2010,Toledo,KentState,13.0,19.0,MAC,MAC,False,RegularSeason
1,H,4.0,2.0,5.0,2.0,2009-12-04,2010,Xavier,KentState,7.0,7.0,Big East,MAC,True,RegularSeason
0,A,4.0,5.0,3.0,9.0,2009-12-23,2010,TexasAMCC,Monmouth,7.0,13.0,Southland,MAAC,True,RegularSeason
0,A,0.0,15.0,6.0,9.0,2010-01-09,2010,Bryant,Monmouth,12.0,16.0,NEC,MAAC,True,RegularSeason
0,A,6.0,5.0,4.0,9.0,2010-01-02,2010,Quinnipiac,Monmouth,10.0,14.0,MAAC,MAAC,False,RegularSeason
1,A,7.0,5.0,3.0,8.0,2009-12-19,2010,Rider,Monmouth,9.0,12.0,MAAC,MAAC,False,RegularSeason
1,H,9.0,8.0,8.0,9.0,2010-01-16,2010,RobertMorris,Monmouth,13.0,18.0,NEC,MAAC,True,RegularSeason
1,A,11.0,8.0,9.0,10.0,2010-01-23,2010,RobertMorris,Monmouth,14.0,20.0,NEC,MAAC,True,RegularSeason
1,H,5.0,2.0,2.0,6.0,2009-12-09,2010,Rutgers,Monmouth,8.0,9.0,Big 10,MAAC,True,RegularSeason
1,H,3.0,3.0,2.0,5.0,2009-12-05,2010,SacredHeart,Monmouth,7.0,8.0,NEC,MAAC,True,RegularSeason
0,A,5.0,6.0,12.0,0.0,2010-01-02,2010,TexasAMCC,Texas,8.0,13.0,Southland,Big 12,True,RegularSeason
0,H,7.0,7.0,13.0,0.0,2010-01-05,2010,Arkansas,Texas,11.0,14.0,SEC,Big 12,True,RegularSeason
1,A,15.0,4.0,18.0,2.0,2010-01-30,2010,Baylor,Texas,19.0,21.0,Big 12,Big 12,False,PostSeasonConferenceTournament
1,H,23.0,6.0,23.0,7.0,2010-03-06,2010,Baylor,Texas,29.0,31.0,Big 12,Big 12,False,PostSeasonConferenceTournament
0,A,9.0,5.0,14.0,0.0,2010-01-09,2010,Colorado,Texas,11.0,15.0,Pac 12,Big 12,True,RegularSeason
0,H,11.0,4.0,15.0,0.0,2010-01-13,2010,IowaState,Texas,12.0,16.0,Big 12,Big 12,False,RegularSeason
1,A,22.0,1.0,19.0,4.0,2010-02-08,2010,Kansas,Texas,21.0,24.0,Big 12,Big 12,False,PostSeasonConferenceTournament
1,H,15.0,2.0,17.0,0.0,2010-01-18,2010,KansasState,Texas,12.0,18.0,Big 12,Big 12,False,RegularSeason
0,A,9.0,2.0,10.0,0.0,2009-12-22,2010,MichiganState,Texas,9.0,11.0,Big 10,Big 12,True,RegularSeason
1,H,18.0,7.0,20.0,5.0,2010-02-17,2010,Missouri,Texas,22.0,26.0,SEC,Big 12,True,PostSeasonConferenceTournament
0,A,13.0,11.0,19.0,5.0,2010-02-13,2010,Nebraska,Texas,22.0,25.0,Big 10,Big 12,True,PostSeasonConferenceTournament
1,H,12.0,9.0,19.0,3.0,2010-02-06,2010,Oklahoma,Texas,18.0,23.0,Big 12,Big 12,False,RegularSeason
0,A,13.0,15.0,22.0,7.0,2010-03-01,2010,Oklahoma,Texas,25.0,30.0,Big 12,Big 12,False,PostSeasonConferenceTournament
0,H,16.0,5.0,18.0,3.0,2010-02-01,2010,OklahomaState,Texas,19.0,22.0,Big 12,Big 12,False,PostSeasonConferenceTournament
0,A,19.0,7.0,21.0,6.0,2010-02-24,2010,OklahomaState,Texas,24.0,28.0,Big 12,Big 12,False,PostSeasonConferenceTournament
0,A,12.0,4.0,16.0,0.0,2010-01-16,2010,TexasAM,Texas,14.0,17.0,SEC,Big 12,True,RegularSeason
1,H,19.0,8.0,22.0,6.0,2010-02-27,2010,TexasAM,Texas,25.0,29.0,SEC,Big 12,True,PostSeasonConferenceTournament
0,A,3.0,6.0,7.0,0.0,2009-12-12,2010,TexasState,Texas,7.0,8.0,Sunbelt,Big 12,True,RegularSeason
0,A,14.0,5.0,17.0,2.0,2010-01-27,2010,TexasTech,Texas,17.0,20.0,Big 12,Big 12,False,RegularSeason
0,H,16.0,9.0,20.0,6.0,2010-02-20,2010,TexasTech,Texas,23.0,27.0,Big 12,Big 12,False,PostSeasonConferenceTournament
1,H,12.0,6.0,17.0,1.0,2010-01-23,2010,Connecticut,Texas,16.0,19.0,AAC,Big 12,True,RegularSeason
0,A,5.0,7.0,12.0,2.0,2010-01-04,2010,TexasAMCC,FloridaState,9.0,15.0,Southland,ACC,True,RegularSeason
0,A,5.0,4.0,8.0,2.0,2009-12-17,2010,Auburn,FloridaState,9.0,11.0,SEC,ACC,True,RegularSeason
0,H,12.0,9.0,15.0,5.0,2010-01-30,2010,BostonCollege,FloridaState,18.0,21.0,ACC,ACC,False,RegularSeason
0,A,12.0,12.0,17.0,7.0,2010-02-14,2010,BostonCollege,FloridaState,21.0,25.0,ACC,ACC,False,PostSeasonConferenceTournament
1,H,16.0,7.0,17.0,6.0,2010-02-10,2010,Clemson,FloridaState,19.0,24.0,ACC,ACC,False,RegularSeason
1,A,19.0,8.0,20.0,7.0,2010-02-28,2010,Clemson,FloridaState,22.0,28.0,ACC,ACC,False,PostSeasonConferenceTournament
1,H,16.0,3.0,15.0,4.0,2010-01-27,2010,Duke,FloridaState,16.0,20.0,ACC,ACC,False,RegularSeason
0,A,5.0,5.0,7.0,2.0,2009-12-15,2010,GeorgiaState,FloridaState,9.0,10.0,Sunbelt,ACC,True,RegularSeason
0,H,8.0,1.0,9.0,2.0,2009-12-20,2010,GeorgiaTech,FloridaState,8.0,12.0,ACC,ACC,False,RegularSeason
0,A,14.0,4.0,14.0,4.0,2010-01-24,2010,GeorgiaTech,FloridaState,14.0,19.0,ACC,ACC,False,RegularSeason
1,H,9.0,4.0,13.0,2.0,2010-01-10,2010,Maryland,FloridaState,7.0,16.0,Big 10,ACC,True,RegularSeason
1,A,14.0,6.0,16.0,5.0,2010-02-04,2010,Maryland,FloridaState,14.0,22.0,Big 10,ACC,True,RegularSeason
0,A,16.0,6.0,16.0,6.0,2010-02-06,2010,MiamiFL,FloridaState,15.0,23.0,ACC,ACC,False,RegularSeason
1,A,11.0,5.0,13.0,3.0,2010-01-12,2010,NCState,FloridaState,14.0,17.0,ACC,ACC,False,RegularSeason
0,A,1.0,8.0,10.0,2.0,2009-12-22,2010,TennesseeMartin,FloridaState,6.0,13.0,OVC,ACC,True,RegularSeason
0,A,13.0,2.0,13.0,4.0,2010-01-16,2010,VirginiaTech,FloridaState,13.0,18.0,ACC,ACC,False,RegularSeason
0,A,18.0,8.0,20.0,8.0,2010-03-03,2010,WakeForest,FloridaState,20.0,29.0,ACC,ACC,False,RegularSeason
1,A,6.0,8.0,7.0,8.0,2010-01-13,2010,TexasAMCC,TexasState,10.0,12.0,Southland,Sunbelt,True,RegularSeason
1,H,12.0,10.0,11.0,12.0,2010-02-10,2010,TexasAMCC,TexasState,15.0,20.0,Southland,Sunbelt,True,RegularSeason
1,H,6.0,4.0,3.0,7.0,2009-12-19,2010,DePaul,TexasState,9.0,9.0,Big East,Sunbelt,True,RegularSeason
0,H,10.0,9.0,8.0,10.0,2010-01-23,2010,Lamar,TexasState,13.0,15.0,Southland,Sunbelt,True,RegularSeason
0,A,5.0,6.0,4.0,8.0,2010-01-02,2010,SouthernMethodist,TexasState,8.0,10.0,AAC,Sunbelt,True,RegularSeason
1,H,7.0,0.0,3.0,6.0,2009-12-12,2010,Texas,TexasState,6.0,8.0,Big 12,Sunbelt,True,RegularSeason
0,H,7.0,5.0,6.0,8.0,2010-01-09,2010,TexasArlington,TexasState,7.0,11.0,Sunbelt,Sunbelt,False,RegularSeason
1,A,9.0,9.0,10.0,10.0,2010-01-30,2010,TexasArlington,TexasState,11.0,17.0,Sunbelt,Sunbelt,False,RegularSeason
0,A,12.0,5.0,9.0,10.0,2010-01-27,2010,TexasSanAntonio,TexasState,10.0,16.0,C-USA,Sunbelt,True,RegularSeason
1,H,8.0,8.0,10.0,8.0,2010-01-20,2010,TexasAMCC,Lamar,11.0,16.0,Southland,Southland,False,RegularSeason
0,A,7.0,6.0,7.0,7.0,2010-01-04,2010,ArkansasState,Lamar,11.0,12.0,Sunbelt,Southland,True,RegularSeason
0,A,5.0,5.0,4.0,7.0,2009-12-23,2010,Rice,Lamar,10.0,10.0,C-USA,Southland,True,RegularSeason
1,H,8.0,5.0,8.0,7.0,2010-01-09,2010,SoutheasternLouisiana,Lamar,7.0,13.0,Southland,Southland,False,RegularSeason
1,A,8.0,10.0,10.0,9.0,2010-01-23,2010,TexasState,Lamar,12.0,17.0,Sunbelt,Southland,True,RegularSeason
0,A,5.0,7.0,6.0,7.0,2010-01-02,2010,Tulane,Lamar,10.0,11.0,AAC,Southland,True,RegularSeason
0,A,7.0,6.0,8.0,8.0,2010-01-13,2010,TexasArlington,Lamar,8.0,14.0,Sunbelt,Southland,True,RegularSeason
0,H,12.0,6.0,10.0,11.0,2010-01-30,2010,TexasSanAntonio,Lamar,11.0,19.0,C-USA,Southland,True,RegularSeason
1,A,9.0,8.0,12.0,4.0,2010-01-23,2010,TexasAMCC,TexasSanAntonio,12.0,14.0,Southland,C-USA,True,RegularSeason
0,A,7.0,4.0,8.0,3.0,2010-01-01,2010,Houston,TexasSanAntonio,9.0,10.0,AAC,C-USA,True,RegularSeason
1,A,10.0,11.0,12.0,6.0,2010-01-30,2010,Lamar,TexasSanAntonio,14.0,16.0,Southland,C-USA,True,RegularSeason
0,A,5.0,9.0,11.0,3.0,2010-01-13,2010,NichollsState,TexasSanAntonio,6.0,12.0,Southland,C-USA,True,RegularSeason
1,H,9.0,10.0,12.0,5.0,2010-01-27,2010,TexasState,TexasSanAntonio,13.0,15.0,Sunbelt,C-USA,True,RegularSeason
1,H,7.0,7.0,12.0,3.0,2010-01-16,2010,TexasArlington,TexasSanAntonio,9.0,13.0,Sunbelt,C-USA,True,RegularSeason
0,A,11.0,9.0,10.0,9.0,2010-02-03,2010,TexasAMCC,TexasArlington,13.0,16.0,Southland,Sunbelt,True,RegularSeason
0,A,3.0,14.0,8.0,9.0,2010-01-25,2010,HoustonBaptist,TexasArlington,15.0,14.0,Southland,Sunbelt,True,RegularSeason
1,H,8.0,8.0,7.0,6.0,2010-01-13,2010,Lamar,TexasArlington,11.0,10.0,Southland,Sunbelt,True,RegularSeason
1,A,6.0,8.0,7.0,5.0,2010-01-09,2010,TexasState,TexasArlington,10.0,9.0,Sunbelt,Sunbelt,False,RegularSeason
0,H,10.0,10.0,9.0,9.0,2010-01-30,2010,TexasState,TexasArlington,14.0,15.0,Sunbelt,Sunbelt,False,RegularSeason
0,A,6.0,7.0,6.0,5.0,2010-01-05,2010,UtahValley,TexasArlington,7.0,8.0,WAC,Sunbelt,True,RegularSeason
0,A,12.0,3.0,7.0,7.0,2010-01-16,2010,TexasSanAntonio,TexasArlington,8.0,11.0,C-USA,Sunbelt,True,RegularSeason
0,N,5.0,5.0,9.0,1.0,2010-12-18,2011,Alabama,OklahomaState,10.0,11.0,SEC,Big 12,True,RegularSeason
1,H,12.0,5.0,14.0,4.0,2011-01-22,2011,Baylor,OklahomaState,16.0,19.0,Big 12,Big 12,False,RegularSeason
0,A,18.0,10.0,17.0,11.0,2011-03-01,2011,Baylor,OklahomaState,26.0,29.0,Big 12,Big 12,False,PostSeasonConferenceTournament
1,H,13.0,4.0,13.0,3.0,2011-01-15,2011,Colorado,OklahomaState,15.0,17.0,Pac 12,Big 12,True,RegularSeason
1,H,8.0,5.0,11.0,1.0,2010-12-31,2011,Gonzaga,OklahomaState,11.0,13.0,WCC,Big 12,True,RegularSeason
0,A,14.0,4.0,13.0,4.0,2011-01-19,2011,IowaState,OklahomaState,15.0,18.0,Big 12,Big 12,False,RegularSeason
1,H,25.0,2.0,16.0,10.0,2011-02-21,2011,Kansas,OklahomaState,26.0,27.0,Big 12,Big 12,False,PostSeasonConferenceTournament
1,N,29.0,2.0,19.0,12.0,2011-03-10,2011,Kansas,OklahomaState,30.0,32.0,Big 12,Big 12,False,PostSeasonConferenceTournament
0,A,12.0,3.0,12.0,2.0,2011-01-08,2011,KansasState,OklahomaState,11.0,15.0,Big 12,Big 12,False,RegularSeason
0,H,5.0,2.0,6.0,1.0,2010-12-04,2011,LaSalle,OklahomaState,7.0,8.0,A-10,Big 12,True,RegularSeason
0,A,17.0,4.0,14.0,7.0,2011-02-02,2011,Missouri,OklahomaState,18.0,22.0,SEC,Big 12,True,RegularSeason
0,A,6.0,2.0,8.0,1.0,2010-12-11,2011,MissouriState,OklahomaState,8.0,10.0,MVC,Big 12,True,RegularSeason
1,H,15.0,8.0,16.0,7.0,2011-02-12,2011,Nebraska,OklahomaState,21.0,24.0,Big 10,Big 12,True,PostSeasonConferenceTournament
0,N,19.0,11.0,18.0,12.0,2011-03-09,2011,Nebraska,OklahomaState,28.0,31.0,Big 10,Big 12,True,PostSeasonConferenceTournament
0,A,12.0,9.0,15.0,7.0,2011-02-05,2011,Oklahoma,OklahomaState,16.0,23.0,Big 12,Big 12,False,RegularSeason
0,A,6.0,3.0,10.0,1.0,2010-12-21,2011,Stanford,OklahomaState,7.0,12.0,Pac 12,Big 12,True,RegularSeason
1,A,16.0,3.0,14.0,5.0,2011-01-26,2011,Texas,OklahomaState,16.0,20.0,Big 12,Big 12,False,RegularSeason
1,H,22.0,3.0,16.0,8.0,2011-02-16,2011,Texas,OklahomaState,22.0,25.0,Big 12,Big 12,False,PostSeasonConferenceTournament
1,H,14.0,1.0,13.0,2.0,2011-01-12,2011,TexasAM,OklahomaState,12.0,16.0,SEC,Big 12,True,RegularSeason
1,A,20.0,5.0,16.0,9.0,2011-02-19,2011,TexasAM,OklahomaState,22.0,26.0,SEC,Big 12,True,PostSeasonConferenceTournament
1,H,10.0,11.0,14.0,6.0,2011-01-29,2011,TexasTech,OklahomaState,19.0,21.0,Big 12,Big 12,False,PostSeasonConferenceTournament
0,A,12.0,16.0,16.0,11.0,2011-02-26,2011,TexasTech,OklahomaState,26.0,28.0,Big 12,Big 12,False,PostSeasonConferenceTournament
0,H,4.0,3.0,7.0,1.0,2010-12-08,2011,Tulsa,OklahomaState,7.0,9.0,AAC,Big 12,True,RegularSeason
0,A,6.0,5.0,11.0,2.0,2011-01-03,2011,TexasSanAntonio,OklahomaState,9.0,14.0,C-USA,Big 12,True,RegularSeason
0,H,10.0,5.0,7.0,8.0,2011-01-12,2011,Akron,Ohio,14.0,16.0,MAC,MAC,False,RegularSeason
1,H,7.0,10.0,8.0,9.0,2011-01-19,2011,BowlingGreen,Ohio,14.0,18.0,MAC,MAC,False,RegularSeason
1,A,10.0,6.0,8.0,10.0,2011-01-22,2011,Buffalo,Ohio,14.0,19.0,MAC,MAC,False,RegularSeason
0,H,15.0,8.0,12.0,13.0,2011-02-15,2011,Buffalo,Ohio,17.0,26.0,MAC,MAC,False,RegularSeason
0,H,6.0,2.0,4.0,3.0,2010-12-08,2011,IllinoisState,Ohio,6.0,8.0,MVC,MAC,True,RegularSeason
1,A,4.0,6.0,5.0,3.0,2010-12-12,2011,IUPUI,Ohio,7.0,9.0,Horizon,MAC,True,RegularSeason
1,A,10.0,6.0,8.0,8.0,2011-01-15,2011,KentState,Ohio,14.0,17.0,MAC,MAC,False,RegularSeason
0,A,1.0,9.0,6.0,6.0,2010-12-30,2011,NorfolkState,Ohio,6.0,13.0,MEAC,MAC,True,RegularSeason
1,A,4.0,8.0,7.0,6.0,2011-01-02,2011,RobertMorris,Ohio,8.0,14.0,NEC,MAC,True,RegularSeason
0,N,4.0,2.0,3.0,2.0,2010-11-27,2011,SantaClara,Ohio,6.0,6.0,WCC,MAC,True,RegularSeason
0,H,12.0,14.0,13.0,13.0,2011-02-19,2011,Winthrop,Ohio,21.0,27.0,Big South,MAC,True,PostSeasonConferenceTournament
0,H,12.0,4.0,17.0,0.0,2011-01-17,2011,Baylor,Kansas,15.0,18.0,Big 12,Big 12,False,RegularSeason
0,H,14.0,6.0,18.0,1.0,2011-01-25,2011,Colorado,Kansas,18.0,20.0,Pac 12,Big 12,True,RegularSeason
0,A,16.0,10.0,24.0,2.0,2011-02-19,2011,Colorado,Kansas,24.0,27.0,Pac 12,Big 12,True,PostSeasonConferenceTournament
0,N,21.0,12.0,30.0,2.0,2011-03-11,2011,Colorado,Kansas,31.0,33.0,Pac 12,Big 12,True,PostSeasonNCAAConference
0,H,13.0,3.0,15.0,0.0,2011-01-12,2011,IowaState,Kansas,13.0,16.0,Big 12,Big 12,False,RegularSeason
0,A,14.0,10.0,23.0,1.0,2011-02-12,2011,IowaState,Kansas,21.0,25.0,Big 12,Big 12,False,PostSeasonConferenceTournament
0,A,8.0,6.0,13.0,0.0,2011-01-05,2011,UMKC,Kansas,9.0,14.0,WAC,Big 12,True,RegularSeason
0,A,14.0,7.0,19.0,1.0,2011-01-29,2011,KansasState,Kansas,17.0,21.0,Big 12,Big 12,False,RegularSeason
1,H,16.0,9.0,24.0,1.0,2011-02-14,2011,KansasState,Kansas,21.0,26.0,Big 12,Big 12,False,PostSeasonConferenceTournament
0,H,11.0,4.0,14.0,0.0,2011-01-09,2011,Michigan,Kansas,13.0,15.0,Big 10,Big 12,True,RegularSeason
0,A,18.0,5.0,22.0,1.0,2011-02-07,2011,Missouri,Kansas,20.0,24.0,SEC,Big 12,True,PostSeasonConferenceTournament
0,H,22.0,8.0,28.0,2.0,2011-03-05,2011,Missouri,Kansas,27.0,31.0,SEC,Big 12,True,PostSeasonConferenceTournament
