Win,location,WinOverall,LossOverall,WinOverall_opponent,LossOverall_opponent,Date,Season,Team,Opponent,gameNum,opponentGameNum,conference,conference_opponent,interconference,GameType
1,H,9.0,11.0,6.0,12.0,2020-01-23,2020,Stetson,NJIT,14.0,18.0,A-Sun,A-Sun,False,RegularSeason
0,A,15.0,12.0,7.0,18.0,2020-02-20,2020,Stetson,NJIT,20.0,25.0,A-Sun,A-Sun,False,PostSeasonConferenceTournament
1,H,5.0,2.0,2.0,6.0,2019-12-07,2020,UCF,NJIT,6.0,9.0,AAC,A-Sun,True,RegularSeason
1,H,8.0,3.0,3.0,9.0,2019-12-29,2020,Connecticut,NJIT,9.0,12.0,AAC,A-Sun,True,RegularSeason
0,A,5.0,5.0,2.0,7.0,2019-12-21,2020,Army,Wagner,8.0,9.0,Patriot,NEC,True,RegularSeason
1,A,3.0,7.0,3.0,7.0,2019-12-28,2020,Fairfield,Wagner,10.0,10.0,MAAC,NEC,True,RegularSeason
1,H,6.0,3.0,2.0,6.0,2019-12-18,2020,LaSalle,Wagner,9.0,8.0,A-10,NEC,True,RegularSeason
1,H,7.0,9.0,4.0,10.0,2020-01-11,2020,RobertMorris,Wagner,11.0,14.0,NEC,NEC,False,RegularSeason
1,A,7.0,7.0,4.0,8.0,2020-01-04,2020,SacredHeart,Wagner,14.0,12.0,NEC,NEC,False,RegularSeason
0,H,5.0,8.0,5.0,8.0,2020-01-08,2020,Army,AmericanUniversity,11.0,14.0,Patriot,Patriot,False,RegularSeason
0,A,11.0,11.0,11.0,11.0,2020-02-08,2020,Army,AmericanUniversity,17.0,23.0,Patriot,Patriot,False,RegularSeason
0,A,7.0,10.0,6.0,9.0,2020-01-15,2020,Bucknell,AmericanUniversity,18.0,16.0,Patriot,Patriot,False,RegularSeason
1,H,9.0,4.0,4.0,7.0,2020-01-02,2020,Colgate,AmericanUniversity,13.0,12.0,Patriot,Patriot,False,RegularSeason
1,A,15.0,5.0,9.0,9.0,2020-01-25,2020,Colgate,AmericanUniversity,18.0,19.0,Patriot,Patriot,False,RegularSeason
1,H,9.0,1.0,3.0,4.0,2019-12-07,2020,GeorgeMason,AmericanUniversity,6.0,8.0,A-10,Patriot,True,RegularSeason
1,H,9.0,3.0,4.0,6.0,2019-12-28,2020,Georgetown,AmericanUniversity,10.0,11.0,Big East,Patriot,True,RegularSeason
0,A,2.0,16.0,7.0,9.0,2020-01-18,2020,HolyCross,AmericanUniversity,15.0,17.0,Patriot,Patriot,False,RegularSeason
1,H,13.0,7.0,10.0,10.0,2020-02-01,2020,Lafayette,AmericanUniversity,14.0,21.0,Patriot,Patriot,False,RegularSeason
1,H,4.0,11.0,6.0,8.0,2020-01-11,2020,Lehigh,AmericanUniversity,11.0,15.0,Patriot,Patriot,False,RegularSeason
0,A,5.0,15.0,9.0,10.0,2020-01-27,2020,Lehigh,AmericanUniversity,16.0,20.0,Patriot,Patriot,False,RegularSeason
0,H,12.0,9.0,10.0,11.0,2020-02-05,2020,Navy,AmericanUniversity,16.0,22.0,Patriot,Patriot,False,RegularSeason
0,H,10.0,7.0,9.0,8.0,2010-01-20,2010,Houston,UCF,14.0,16.0,AAC,AAC,False,RegularSeason
0,A,13.0,11.0,12.0,12.0,2010-02-16,2010,Houston,UCF,20.0,23.0,AAC,AAC,False,PostSeasonConferenceTournament
1,A,13.0,2.0,9.0,6.0,2010-01-13,2010,Marshall,UCF,9.0,14.0,C-USA,AAC,True,RegularSeason
1,H,16.0,7.0,11.0,11.0,2010-02-10,2010,Memphis,UCF,21.0,21.0,AAC,AAC,False,PostSeasonConferenceTournament
1,H,7.0,1.0,6.0,1.0,2009-12-06,2010,NotreDame,UCF,8.0,7.0,ACC,AAC,True,RegularSeason
1,H,11.0,2.0,8.0,5.0,2010-01-05,2010,OleMiss,UCF,11.0,12.0,SEC,AAC,True,RegularSeason
1,H,15.0,10.0,13.0,12.0,2010-02-20,2010,SouthernMississippi,UCF,36.0,24.0,C-USA,AAC,True,PostSeasonConferenceTournament
0,A,6.0,8.0,8.0,6.0,2010-01-09,2010,Rice,UCF,13.0,13.0,C-USA,AAC,True,RegularSeason
1,H,8.0,10.0,10.0,9.0,2010-01-27,2010,SouthernMethodist,UCF,14.0,18.0,AAC,AAC,False,RegularSeason
0,A,7.0,16.0,11.0,12.0,2010-02-13,2010,Tulane,UCF,19.0,22.0,AAC,AAC,False,PostSeasonConferenceTournament
1,H,13.0,3.0,9.0,7.0,2010-01-16,2010,Tulsa,UCF,14.0,15.0,AAC,AAC,False,RegularSeason
1,A,16.0,4.0,10.0,10.0,2010-01-30,2010,Tulsa,UCF,18.0,19.0,AAC,AAC,False,RegularSeason
1,A,21.0,5.0,13.0,13.0,2010-02-24,2010,UAB,UCF,22.0,25.0,C-USA,AAC,True,PostSeasonConferenceTournament
1,H,6.0,2.0,7.0,3.0,2009-12-20,2010,Connecticut,UCF,8.0,10.0,AAC,AAC,False,RegularSeason
1,A,12.0,5.0,10.0,8.0,2010-01-23,2010,UTEP,UCF,14.0,17.0,C-USA,AAC,True,RegularSeason
0,A,8.0,3.0,8.0,3.0,2009-12-19,2010,Duquesne,IUPUI,8.0,10.0,A-10,Horizon,True,RegularSeason
1,H,7.0,3.0,9.0,3.0,2009-12-23,2010,IndianaState,IUPUI,8.0,11.0,MVC,Horizon,True,RegularSeason
0,H,9.0,9.0,14.0,7.0,2010-01-23,2010,UMKC,IUPUI,11.0,19.0,WAC,Horizon,True,RegularSeason
1,H,8.0,2.0,9.0,4.0,2009-12-28,2010,Memphis,IUPUI,9.0,12.0,AAC,Horizon,True,RegularSeason
1,H,8.0,1.0,7.0,2.0,2009-12-09,2010,NotreDame,IUPUI,9.0,9.0,ACC,Horizon,True,RegularSeason
1,H,8.0,7.0,10.0,5.0,2010-01-02,2010,Oakland,IUPUI,9.0,14.0,Horizon,Horizon,False,RegularSeason
1,A,8.0,5.0,10.0,6.0,2010-01-06,2010,Ohio,IUPUI,9.0,15.0,MAC,Horizon,True,RegularSeason
0,A,9.0,8.0,11.0,7.0,2010-01-14,2010,OralRoberts,IUPUI,12.0,17.0,Summit,Horizon,True,RegularSeason
1,H,5.0,16.0,11.0,10.0,2010-02-02,2010,Longwood,HighPoint,16.0,19.0,Big South,Big South,False,RegularSeason
0,A,8.0,5.0,7.0,6.0,2010-01-09,2010,Radford,HighPoint,12.0,12.0,Big South,Big South,False,RegularSeason
1,H,8.0,12.0,10.0,9.0,2010-01-28,2010,UNCAsheville,HighPoint,15.0,17.0,Big South,Big South,False,RegularSeason
1,A,5.0,12.0,10.0,8.0,2010-01-23,2010,VirginiaMilitary,HighPoint,13.0,16.0,Southern,Big South,True,RegularSeason
1,H,4.0,6.0,4.0,5.0,2009-12-22,2010,YoungstownState,HighPoint,6.0,8.0,Horizon,Big South,True,RegularSeason
0,A,10.0,4.0,7.0,6.0,2010-01-02,2010,Denver,Troy,11.0,11.0,Summit,Sunbelt,True,RegularSeason
1,H,4.0,2.0,5.0,4.0,2009-12-14,2010,Houston,Troy,6.0,7.0,AAC,Sunbelt,True,RegularSeason
0,H,5.0,8.0,6.0,6.0,2009-12-31,2010,LouisianaMonroe,Troy,9.0,10.0,Sunbelt,Sunbelt,False,RegularSeason
0,A,9.0,12.0,10.0,10.0,2010-01-28,2010,LouisianaMonroe,Troy,14.0,18.0,Sunbelt,Sunbelt,False,RegularSeason
1,H,7.0,11.0,10.0,9.0,2010-01-23,2010,Louisiana,Troy,11.0,17.0,Sunbelt,Sunbelt,False,RegularSeason
1,A,9.0,2.0,6.0,5.0,2009-12-28,2010,Marshall,Troy,7.0,9.0,C-USA,Sunbelt,True,RegularSeason
0,A,5.0,4.0,5.0,5.0,2009-12-17,2010,NewOrleans,Troy,7.0,8.0,Southland,Sunbelt,True,RegularSeason
1,A,10.0,6.0,9.0,7.0,2010-01-14,2010,NorthTexas,Troy,14.0,14.0,C-USA,Sunbelt,True,RegularSeason
1,H,11.0,7.0,9.0,8.0,2010-01-16,2010,SouthAlabama,Troy,13.0,15.0,Sunbelt,Sunbelt,False,RegularSeason
0,A,12.0,10.0,11.0,10.0,2010-01-30,2010,SouthAlabama,Troy,16.0,19.0,Sunbelt,Sunbelt,False,RegularSeason
1,H,9.0,8.0,10.0,6.0,2011-01-15,2011,Chattanooga,Samford,12.0,15.0,Southern,Southern,False,RegularSeason
1,H,7.0,4.0,8.0,4.0,2010-12-22,2011,Creighton,Samford,9.0,11.0,Big East,Southern,True,RegularSeason
1,H,6.0,8.0,10.0,5.0,2011-01-08,2011,Elon,Samford,12.0,14.0,CAA,Southern,True,RegularSeason
0,A,10.0,10.0,10.0,10.0,2011-01-27,2011,Elon,Samford,14.0,19.0,CAA,Southern,True,RegularSeason
1,H,12.0,5.0,10.0,8.0,2011-01-20,2011,Furman,Samford,12.0,17.0,Southern,Southern,False,RegularSeason
1,A,5.0,13.0,10.0,7.0,2011-01-17,2011,Citadel,Samford,11.0,16.0,Southern,Southern,False,RegularSeason
0,H,6.0,2.0,7.0,4.0,2010-12-20,2011,TexasSanAntonio,Samford,6.0,10.0,C-USA,Southern,True,RegularSeason
1,H,9.0,9.0,10.0,9.0,2011-01-22,2011,Wofford,Samford,16.0,18.0,Southern,Southern,False,RegularSeason
1,H,15.0,3.0,9.0,6.0,2011-01-15,2011,Belmont,Campbell,15.0,15.0,OVC,Big South,True,RegularSeason
1,A,8.0,3.0,7.0,4.0,2011-01-03,2011,Jacksonville,Campbell,9.0,11.0,A-Sun,Big South,True,RegularSeason
1,H,13.0,6.0,11.0,10.0,2011-01-31,2011,Jacksonville,Campbell,15.0,21.0,A-Sun,Big South,True,RegularSeason
0,A,3.0,11.0,7.0,6.0,2011-01-07,2011,KennesawState,Campbell,10.0,13.0,A-Sun,Big South,True,RegularSeason
1,H,9.0,7.0,9.0,7.0,2011-01-17,2011,Lipscomb,Campbell,13.0,16.0,A-Sun,Big South,True,RegularSeason
1,H,7.0,15.0,10.0,9.0,2011-01-25,2011,Longwood,Campbell,16.0,19.0,Big South,Big South,False,RegularSeason
0,A,4.0,11.0,8.0,6.0,2011-01-10,2011,Mercer,Campbell,12.0,14.0,Southern,Big South,True,RegularSeason
1,A,4.0,9.0,7.0,5.0,2011-01-05,2011,NorthFlorida,Campbell,11.0,12.0,A-Sun,Big South,True,RegularSeason
0,H,8.0,13.0,10.0,10.0,2011-01-29,2011,NorthFlorida,Campbell,17.0,20.0,A-Sun,Big South,True,PostSeasonConferenceTournament
0,A,6.0,13.0,9.0,9.0,2011-01-22,2011,Stetson,Campbell,15.0,18.0,A-Sun,Big South,True,RegularSeason
1,H,13.0,3.0,10.0,3.0,2011-01-10,2011,Belmont,Jacksonville,13.0,11.0,OVC,A-Sun,True,RegularSeason
1,A,20.0,4.0,14.0,6.0,2011-02-03,2011,Belmont,Jacksonville,18.0,18.0,OVC,A-Sun,True,RegularSeason
0,H,7.0,4.0,8.0,3.0,2011-01-03,2011,Campbell,Jacksonville,6.0,9.0,Big South,A-Sun,True,RegularSeason
0,A,11.0,10.0,13.0,6.0,2011-01-31,2011,Campbell,Jacksonville,15.0,17.0,Big South,A-Sun,True,RegularSeason
0,H,5.0,13.0,11.0,6.0,2011-01-22,2011,KennesawState,Jacksonville,13.0,15.0,A-Sun,A-Sun,False,RegularSeason
0,H,8.0,5.0,9.0,3.0,2011-01-08,2011,Lipscomb,Jacksonville,10.0,10.0,A-Sun,A-Sun,False,RegularSeason
1,H,5.0,13.0,11.0,5.0,2011-01-20,2011,Mercer,Jacksonville,14.0,14.0,Southern,A-Sun,True,RegularSeason
0,H,8.0,12.0,12.0,6.0,2011-01-26,2011,NorthFlorida,Jacksonville,16.0,16.0,A-Sun,A-Sun,False,RegularSeason
0,A,9.0,15.0,15.0,7.0,2011-02-08,2011,NorthFlorida,Jacksonville,20.0,20.0,A-Sun,A-Sun,False,PostSeasonConferenceTournament
1,H,3.0,4.0,6.0,2.0,2010-12-15,2011,SaintLouis,Jacksonville,6.0,7.0,A-10,A-Sun,True,RegularSeason
1,H,17.0,3.0,12.0,7.0,2011-01-26,2011,Cincinnati,Rutgers,13.0,19.0,AAC,Big 10,True,RegularSeason
1,A,12.0,5.0,10.0,6.0,2011-01-15,2011,Georgetown,Rutgers,13.0,16.0,Big East,Big 10,True,RegularSeason
0,A,2.0,6.0,4.0,2.0,2010-12-07,2011,Marist,Rutgers,7.0,6.0,MAAC,Big 10,True,RegularSeason
1,A,10.0,4.0,9.0,4.0,2011-01-05,2011,Marquette,Rutgers,12.0,13.0,Big East,Big 10,True,RegularSeason
0,H,4.0,6.0,7.0,2.0,2010-12-18,2011,Monmouth,Rutgers,9.0,9.0,MAAC,Big 10,True,RegularSeason
1,H,18.0,4.0,12.0,10.0,2011-02-06,2011,NotreDame,Rutgers,18.0,22.0,ACC,Big 10,True,RegularSeason
0,A,11.0,5.0,9.0,5.0,2011-01-08,2011,Providence,Rutgers,12.0,14.0,Big East,Big 10,True,RegularSeason
0,H,8.0,11.0,11.0,7.0,2011-01-22,2011,SetonHall,Rutgers,17.0,18.0,Big East,Big 10,True,RegularSeason
1,A,10.0,14.0,13.0,11.0,2011-02-12,2011,SetonHall,Rutgers,22.0,24.0,Big East,Big 10,True,PostSeasonConferenceTournament
1,H,21.0,6.0,13.0,12.0,2011-02-19,2011,Syracuse,Rutgers,25.0,25.0,ACC,Big 10,True,PostSeasonConferenceTournament
1,H,12.0,2.0,10.0,5.0,2011-01-11,2011,Connecticut,Rutgers,11.0,15.0,AAC,Big 10,True,RegularSeason
1,H,11.0,1.0,9.0,3.0,2011-01-02,2011,Villanova,Rutgers,10.0,12.0,Big East,Big 10,True,RegularSeason
0,A,19.0,4.0,12.0,11.0,2011-02-09,2011,Villanova,Rutgers,20.0,23.0,Big East,Big 10,True,PostSeasonConferenceTournament
0,H,3.0,6.0,4.0,6.0,2010-12-18,2011,Auburn,Presbyterian,6.0,11.0,SEC,Big South,True,RegularSeason
0,A,6.0,10.0,7.0,8.0,2011-01-06,2011,GardnerWebb,Presbyterian,14.0,16.0,Big South,Big South,False,RegularSeason
1,H,7.0,17.0,10.0,14.0,2011-02-05,2011,GardnerWebb,Presbyterian,20.0,25.0,Big South,Big South,False,PostSeasonConferenceTournament
1,A,5.0,11.0,8.0,11.0,2011-01-20,2011,HighPoint,Presbyterian,12.0,20.0,Big South,Big South,False,RegularSeason
1,H,7.0,13.0,10.0,12.0,2011-02-01,2011,HighPoint,Presbyterian,14.0,23.0,Big South,Big South,False,RegularSeason
1,H,7.0,1.0,3.0,5.0,2010-12-11,2011,Missouri,Presbyterian,7.0,9.0,SEC,Big South,True,RegularSeason
0,H,4.0,10.0,6.0,8.0,2011-01-02,2011,Navy,Presbyterian,9.0,15.0,Patriot,Big South,True,RegularSeason
1,H,8.0,2.0,6.0,6.0,2010-12-23,2011,OldDominion,Presbyterian,8.0,13.0,C-USA,Big South,True,RegularSeason
0,A,4.0,14.0,8.0,12.0,2011-01-22,2011,Radford,Presbyterian,12.0,21.0,Big South,Big South,False,RegularSeason
1,A,7.0,8.0,8.0,8.0,2011-01-08,2011,UNCAsheville,Presbyterian,10.0,17.0,Big South,Big South,False,RegularSeason
1,H,11.0,10.0,10.0,13.0,2011-02-03,2011,UNCAsheville,Presbyterian,14.0,24.0,Big South,Big South,False,RegularSeason
0,H,6.0,5.0,5.0,6.0,2010-12-21,2011,WakeForest,Presbyterian,11.0,12.0,ACC,Big South,True,RegularSeason
1,H,5.0,7.0,6.0,7.0,2010-12-31,2011,Winthrop,Presbyterian,11.0,14.0,Big South,Big South,False,RegularSeason
0,A,9.0,10.0,9.0,12.0,2011-01-29,2011,Winthrop,Presbyterian,16.0,22.0,Big South,Big South,False,RegularSeason
1,H,6.0,7.0,11.0,3.0,2011-01-03,2011,Auburn,FloridaState,8.0,14.0,SEC,ACC,True,RegularSeason
0,N,8.0,2.0,10.0,3.0,2010-12-25,2011,Baylor,FloridaState,9.0,13.0,Big 12,ACC,True,RegularSeason
0,A,14.0,5.0,14.0,5.0,2011-01-22,2011,BostonCollege,FloridaState,16.0,19.0,ACC,ACC,False,RegularSeason
1,N,7.0,4.0,10.0,2.0,2010-12-23,2011,Butler,FloridaState,9.0,11.0,Big East,ACC,True,RegularSeason
0,A,5.0,3.0,6.0,2.0,2010-12-12,2011,Clemson,FloridaState,7.0,8.0,ACC,ACC,False,RegularSeason
1,H,14.0,6.0,15.0,5.0,2011-01-29,2011,Clemson,FloridaState,15.0,20.0,ACC,ACC,False,RegularSeason
0,A,15.0,0.0,11.0,5.0,2011-01-12,2011,Duke,FloridaState,14.0,16.0,ACC,ACC,False,RegularSeason
0,H,7.0,2.0,9.0,2.0,2010-12-23,2011,Hawaii,FloridaState,6.0,12.0,Big West,ACC,True,RegularSeason
1,H,17.0,10.0,19.0,7.0,2011-02-23,2011,Maryland,FloridaState,25.0,25.0,Big 10,ACC,True,PostSeasonConferenceTournament
0,H,12.0,5.0,13.0,5.0,2011-01-19,2011,MiamiFL,FloridaState,15.0,18.0,ACC,ACC,False,RegularSeason
0,A,17.0,11.0,19.0,8.0,2011-02-26,2011,MiamiFL,FloridaState,23.0,26.0,ACC,ACC,False,PostSeasonConferenceTournament
0,A,11.0,5.0,12.0,5.0,2011-01-15,2011,NCState,FloridaState,13.0,17.0,ACC,ACC,False,RegularSeason
0,A,3.0,5.0,7.0,2.0,2010-12-15,2011,Stetson,FloridaState,7.0,9.0,A-Sun,ACC,True,RegularSeason
1,H,9.0,4.0,11.0,4.0,2011-01-08,2011,VirginiaTech,FloridaState,8.0,15.0,ACC,ACC,False,RegularSeason
0,H,8.0,18.0,18.0,7.0,2011-02-19,2011,WakeForest,FloridaState,24.0,24.0,ACC,ACC,False,PostSeasonConferenceTournament
1,H,18.0,8.0,18.0,8.0,2012-02-18,2012,Cincinnati,SetonHall,20.0,27.0,AAC,Big East,True,PostSeasonConferenceTournament
0,H,8.0,3.0,9.0,1.0,2011-12-21,2012,Dayton,SetonHall,8.0,11.0,A-10,Big East,True,RegularSeason
0,A,10.0,5.0,14.0,2.0,2012-01-10,2012,DePaul,SetonHall,10.0,17.0,Big East,Big East,False,RegularSeason
0,A,20.0,5.0,18.0,9.0,2012-02-21,2012,Georgetown,SetonHall,19.0,28.0,Big East,Big East,False,PostSeasonConferenceTournament
0,H,4.0,7.0,10.0,1.0,2011-12-23,2012,Longwood,SetonHall,8.0,12.0,Big South,Big East,True,RegularSeason
1,A,16.0,5.0,15.0,5.0,2012-01-28,2012,Louisville,SetonHall,18.0,21.0,ACC,Big East,True,RegularSeason
1,H,18.0,4.0,15.0,6.0,2012-01-31,2012,Marquette,SetonHall,18.0,22.0,Big East,Big East,False,RegularSeason
0,A,7.0,3.0,8.0,1.0,2011-12-18,2012,Mercer,SetonHall,8.0,10.0,Southern,Big East,True,RegularSeason
1,A,12.0,8.0,15.0,4.0,2012-01-25,2012,NotreDame,SetonHall,17.0,20.0,ACC,Big East,True,RegularSeason
0,H,11.0,5.0,13.0,2.0,2012-01-07,2012,Providence,SetonHall,13.0,16.0,Big East,Big East,False,RegularSeason
0,H,12.0,12.0,15.0,8.0,2012-02-08,2012,Rutgers,SetonHall,23.0,24.0,Big 10,Big East,True,PostSeasonConferenceTournament
1,A,12.0,16.0,19.0,9.0,2012-02-25,2012,Rutgers,SetonHall,27.0,29.0,Big 10,Big East,True,PostSeasonConferenceTournament
1,H,13.0,0.0,11.0,1.0,2011-12-28,2012,Syracuse,SetonHall,12.0,13.0,ACC,Big East,True,RegularSeason
0,A,12.0,1.0,12.0,2.0,2012-01-03,2012,Connecticut,SetonHall,12.0,15.0,AAC,Big East,True,RegularSeason
1,H,14.0,7.0,15.0,7.0,2012-02-04,2012,Connecticut,SetonHall,20.0,23.0,AAC,Big East,True,PostSeasonConferenceTournament
1,H,8.0,10.0,15.0,3.0,2012-01-18,2012,Villanova,SetonHall,15.0,19.0,Big East,Big East,False,RegularSeason
0,A,6.0,3.0,7.0,1.0,2011-12-10,2012,WakeForest,SetonHall,7.0,9.0,ACC,Big East,True,RegularSeason
0,A,10.0,3.0,11.0,2.0,2011-12-30,2012,WestVirginia,SetonHall,12.0,14.0,Big 12,Big East,True,RegularSeason
1,A,9.0,5.0,7.0,7.0,2012-01-02,2012,Belmont,NorthFlorida,10.0,13.0,OVC,A-Sun,True,RegularSeason
1,H,15.0,7.0,11.0,12.0,2012-01-30,2012,Belmont,NorthFlorida,15.0,22.0,OVC,A-Sun,True,RegularSeason
0,H,2.0,10.0,5.0,7.0,2011-12-21,2012,FloridaAM,NorthFlorida,9.0,12.0,MEAC,A-Sun,True,RegularSeason
0,A,1.0,5.0,2.0,4.0,2011-11-25,2012,JacksonState,NorthFlorida,6.0,6.0,SWAC,A-Sun,True,RegularSeason
0,A,2.0,4.0,4.0,4.0,2011-12-03,2012,Jacksonville,NorthFlorida,6.0,8.0,A-Sun,A-Sun,False,RegularSeason
0,H,3.0,17.0,9.0,12.0,2012-01-23,2012,KennesawState,NorthFlorida,15.0,20.0,A-Sun,A-Sun,False,RegularSeason
0,A,7.0,8.0,7.0,8.0,2012-01-04,2012,Lipscomb,NorthFlorida,13.0,14.0,A-Sun,A-Sun,False,RegularSeason
0,H,10.0,11.0,10.0,12.0,2012-01-28,2012,Lipscomb,NorthFlorida,16.0,21.0,A-Sun,A-Sun,False,RegularSeason
1,H,13.0,7.0,9.0,11.0,2012-01-21,2012,Mercer,NorthFlorida,15.0,19.0,Southern,A-Sun,True,RegularSeason
1,H,6.0,9.0,9.0,8.0,2012-01-09,2012,Stetson,NorthFlorida,10.0,16.0,A-Sun,A-Sun,False,RegularSeason
1,H,8.0,3.0,5.0,6.0,2011-12-19,2012,VirginiaTech,NorthFlorida,8.0,11.0,ACC,A-Sun,True,RegularSeason
1,A,7.0,1.0,5.0,4.0,2011-12-23,2012,Auburn,Hawaii,6.0,9.0,SEC,Big West,True,RegularSeason
0,A,7.0,5.0,6.0,5.0,2011-12-25,2012,Clemson,Hawaii,11.0,11.0,ACC,Big West,True,RegularSeason
0,H,7.0,10.0,9.0,6.0,2012-01-12,2012,FresnoState,Hawaii,16.0,15.0,MWC,Big West,True,RegularSeason
0,H,11.0,9.0,11.0,9.0,2012-01-28,2012,Idaho,Hawaii,14.0,20.0,Big Sky,Big West,True,RegularSeason
1,H,13.0,3.0,10.0,6.0,2012-01-14,2012,Nevada,Hawaii,14.0,16.0,MWC,Big West,True,RegularSeason
1,A,19.0,4.0,13.0,9.0,2012-02-10,2012,Nevada,Hawaii,19.0,22.0,MWC,Big West,True,PostSeasonConferenceTournament
0,A,1.0,7.0,2.0,4.0,2011-12-11,2012,UCDavis,Hawaii,6.0,7.0,Big West,Big West,False,RegularSeason
1,A,14.0,2.0,8.0,5.0,2011-12-31,2012,UNLV,Hawaii,12.0,13.0,MWC,Big West,True,RegularSeason
1,H,10.0,10.0,11.0,8.0,2012-01-26,2012,UtahState,Hawaii,17.0,19.0,MWC,Big West,True,RegularSeason
0,A,8.0,2.0,5.0,5.0,2011-12-24,2012,Xavier,Hawaii,9.0,10.0,Big East,Big West,True,RegularSeason
0,N,8.0,1.0,6.0,5.0,2011-12-23,2012,Auburn,LongBeachState,7.0,10.0,SEC,Big West,True,RegularSeason
0,A,9.0,5.0,8.0,6.0,2012-01-05,2012,CalPoly,LongBeachState,8.0,13.0,Big West,Big West,False,RegularSeason
0,H,11.0,7.0,12.0,6.0,2012-01-19,2012,CalPoly,LongBeachState,12.0,17.0,Big West,Big West,False,RegularSeason
0,A,13.0,6.0,15.0,6.0,2012-01-28,2012,CalStateFullerton,LongBeachState,15.0,20.0,Big West,Big West,False,RegularSeason
1,H,22.0,5.0,19.0,6.0,2012-02-18,2012,Creighton,LongBeachState,24.0,24.0,Big East,Big West,True,PostSeasonConferenceTournament
0,H,4.0,8.0,9.0,6.0,2012-01-07,2012,CalStateNorthridge,LongBeachState,11.0,14.0,Big West,Big West,False,RegularSeason
0,A,6.0,14.0,16.0,6.0,2012-02-04,2012,CalStateNorthridge,LongBeachState,17.0,21.0,Big West,Big West,False,PostSeasonConferenceTournament
1,H,5.0,2.0,4.0,3.0,2011-12-06,2012,Kansas,LongBeachState,6.0,7.0,Big 12,Big West,True,RegularSeason
1,N,9.0,1.0,7.0,5.0,2011-12-25,2012,KansasState,LongBeachState,6.0,11.0,Big 12,Big West,True,RegularSeason
0,A,5.0,10.0,11.0,6.0,2012-01-14,2012,Pacific,LongBeachState,14.0,16.0,WCC,Big West,True,RegularSeason
0,H,9.0,13.0,17.0,6.0,2012-02-09,2012,Pacific,LongBeachState,20.0,22.0,WCC,Big West,True,PostSeasonConferenceTournament
0,A,1.0,14.0,10.0,6.0,2012-01-12,2012,UCDavis,LongBeachState,12.0,15.0,Big West,Big West,False,RegularSeason
0,H,2.0,21.0,18.0,6.0,2012-02-11,2012,UCDavis,LongBeachState,19.0,23.0,Big West,Big West,False,PostSeasonConferenceTournament
0,H,4.0,9.0,7.0,6.0,2012-01-02,2012,UCIrvine,LongBeachState,8.0,12.0,Big West,Big West,False,RegularSeason
0,H,10.0,9.0,14.0,6.0,2012-01-26,2012,UCRiverside,LongBeachState,15.0,19.0,Big West,Big West,False,RegularSeason
0,N,8.0,1.0,5.0,5.0,2011-12-22,2012,Xavier,LongBeachState,8.0,9.0,Big East,Big West,True,RegularSeason
0,N,8.0,2.0,5.0,6.0,2011-12-25,2012,Auburn,UTEP,8.0,12.0,SEC,C-USA,True,RegularSeason
0,N,6.0,4.0,4.0,5.0,2011-12-22,2012,Clemson,UTEP,10.0,10.0,ACC,C-USA,True,RegularSeason
1,A,7.0,4.0,6.0,6.0,2011-12-28,2012,ColoradoState,UTEP,11.0,13.0,MWC,C-USA,True,RegularSeason
0,A,9.0,5.0,7.0,8.0,2012-01-07,2012,Houston,UTEP,13.0,16.0,AAC,C-USA,True,RegularSeason
1,H,10.0,9.0,10.0,10.0,2012-01-28,2012,Houston,UTEP,17.0,21.0,AAC,C-USA,True,RegularSeason
1,H,9.0,4.0,7.0,7.0,2012-01-04,2012,Marshall,UTEP,11.0,15.0,C-USA,C-USA,False,RegularSeason
0,H,19.0,7.0,12.0,13.0,2012-02-18,2012,Memphis,UTEP,26.0,26.0,AAC,C-USA,True,PostSeasonConferenceTournament
1,H,12.0,10.0,10.0,11.0,2012-02-01,2012,Rice,UTEP,20.0,22.0,C-USA,C-USA,False,PostSeasonConferenceTournament
0,A,9.0,7.0,8.0,9.0,2012-01-14,2012,SouthernMethodist,UTEP,11.0,18.0,AAC,C-USA,True,RegularSeason
1,H,12.0,6.0,10.0,9.0,2012-01-21,2012,Tulane,UTEP,15.0,20.0,AAC,C-USA,True,RegularSeason
0,A,15.0,8.0,11.0,13.0,2012-02-11,2012,Tulane,UTEP,20.0,25.0,AAC,C-USA,True,PostSeasonConferenceTournament
1,H,7.0,9.0,8.0,8.0,2012-01-11,2012,Tulsa,UTEP,15.0,17.0,AAC,C-USA,True,RegularSeason
0,A,14.0,9.0,10.0,13.0,2012-02-08,2012,Tulsa,UTEP,21.0,24.0,AAC,C-USA,True,PostSeasonConferenceTournament
1,A,8.0,13.0,10.0,12.0,2012-02-04,2012,UAB,UTEP,19.0,23.0,C-USA,C-USA,False,PostSeasonConferenceTournament
0,A,10.0,3.0,8.0,5.0,2012-01-04,2012,Auburn,FloridaState,10.0,14.0,SEC,ACC,True,RegularSeason
1,H,7.0,16.0,16.0,6.0,2012-02-08,2012,BostonCollege,FloridaState,19.0,23.0,ACC,ACC,False,RegularSeason
1,H,8.0,6.0,9.0,5.0,2012-01-07,2012,Clemson,FloridaState,12.0,15.0,ACC,ACC,False,RegularSeason
